snapshot_id,collected_at,chart_date,platform,market,chart_key,chart_name,chart_id,chart_size,rank,rank_percentile,track_id,track_name,artist_id,artist_name,album_id,album_name,release_date,genres,previous_rank,movement,track_url,artwork_url,source_page_url,source_data_url
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,apple_music,CN,cn_top_100,热门歌曲排行,apple_music_cn_most_played_100,100,85,16.0,536009751,珊瑚海 (feat. 梁心颐),300117743,周杰伦,,,2005-11-01,音乐 | 国际流行,,,https://music.apple.com/cn/album/%E7%8F%8A%E7%91%9A%E6%B5%B7-feat-%E6%A2%81%E5%BF%83%E9%A2%90/536009641?i=536009751,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/9e/35/ad/9e35ad1e-749e-75b6-0539-1e80cea1817b/JAY11.jpg/100x109bb.jpg,https://music.apple.com/cn/new/top-charts,https://rss.marketingtools.apple.com/api/v2/cn/music/most-played/100/songs.json
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,apple_music,CN,cn_top_100,热门歌曲排行,apple_music_cn_most_played_100,100,86,15.0,1071517710,背对背拥抱,216635866,林俊杰,,,2009-03-09,音乐 | 国际流行,,,https://music.apple.com/cn/album/%E8%83%8C%E5%AF%B9%E8%83%8C%E6%8B%A5%E6%8A%B1/1071517704?i=1071517710,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/4a/84/a2/4a84a274-3678-533c-c1e1-5fd9216b7f1d/dj.kxuxixwe.jpg/100x100bb.jpg,https://music.apple.com/cn/new/top-charts,https://rss.marketingtools.apple.com/api/v2/cn/music/most-played/100/songs.json
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,apple_music,CN,cn_top_100,热门歌曲排行,apple_music_cn_most_played_100,100,87,14.0,1072339996,不将就 (电影《何以笙箫默》片尾曲),307674970,李荣浩,,,2015-04-28,音乐 | 国际流行,,,https://music.apple.com/cn/album/%E4%B8%8D%E5%B0%86%E5%B0%B1-%E7%94%B5%E5%BD%B1-%E4%BD%95%E4%BB%A5%E7%AC%99%E7%AE%AB%E9%BB%98-%E7%89%87%E5%B0%BE%E6%9B%B2/1072339647?i=1072339996,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/4c/17/4a/4c174aec-80a7-c039-54cd-4be73cb090d3/dj.fagjndon.jpg/100x100bb.jpg,https://music.apple.com/cn/new/top-charts,https://rss.marketingtools.apple.com/api/v2/cn/music/most-played/100/songs.json
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,apple_music,CN,cn_top_100,热门歌曲排行,apple_music_cn_most_played_100,100,88,13.0,536285261,退后,300117743,周杰伦,,,2006-09-05,音乐 | 国际流行,,,https://music.apple.com/cn/album/%E9%80%80%E5%90%8E/536285027?i=536285261,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/6a/a3/8d/6aa38da9-3fc1-427c-59a7-fcd0cf21832d/JAY.jpg/100x134bb.jpg,https://music.apple.com/cn/new/top-charts,https://rss.marketingtools.apple.com/api/v2/cn/music/most-played/100/songs.json
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,apple_music,CN,cn_top_100,热门歌曲排行,apple_music_cn_most_played_100,100,89,12.0,536248195,说了再见,300117743,周杰伦,,,2010-05-18,音乐 | 国际流行,,,https://music.apple.com/cn/album/%E8%AF%B4%E4%BA%86%E5%86%8D%E8%A7%81/536247746?i=536248195,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/53/2d/dd/532dddf0-87d7-b9eb-7d8b-4eb194c84252/asset.jpg/100x133bb.jpg,https://music.apple.com/cn/new/top-charts,https://rss.marketingtools.apple.com/api/v2/cn/music/most-played/100/songs.json
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,apple_music,CN,cn_top_100,热门歌曲排行,apple_music_cn_most_played_100,100,90,11.0,1869229365,雨过后的风景,509508968,蔡诗芸,,,2012-03-09,音乐 | 国际流行,,,https://music.apple.com/cn/album/%E9%9B%A8%E8%BF%87%E5%90%8E%E7%9A%84%E9%A3%8E%E6%99%AF/1869229214?i=1869229365,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/60/1c/ef/601cefd9-79e0-e9f1-29ff-6d396601bfb5/3614979000106.jpg/100x100bb.jpg,https://music.apple.com/cn/new/top-charts,https://rss.marketingtools.apple.com/api/v2/cn/music/most-played/100/songs.json
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,apple_music,CN,cn_top_100,热门歌曲排行,apple_music_cn_most_played_100,100,91,10.0,200476123,盛夏的果实,162585630,莫文蔚,,,2000-06-16,音乐 | 国际流行,,,https://music.apple.com/cn/album/%E7%9B%9B%E5%A4%8F%E7%9A%84%E6%9E%9C%E5%AE%9E/200469374?i=200476123,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/81/cc/52/81cc5224-3ace-5e3c-468a-17b4b71da831/dj.aqolbuce.jpg/100x100bb.jpg,https://music.apple.com/cn/new/top-charts,https://rss.marketingtools.apple.com/api/v2/cn/music/most-played/100/songs.json
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,apple_music,CN,cn_top_100,热门歌曲排行,apple_music_cn_most_played_100,100,92,9.0,280798617,雨天,83405200,孙燕姿,,,2006-09-21,音乐 | 国际流行,,,https://music.apple.com/cn/album/%E9%9B%A8%E5%A4%A9/280798610?i=280798617,https://is1-ssl.mzstatic.com/image/thumb/Music/70/8f/21/mzi.buxkpipq.jpg/100x100bb.jpg,https://music.apple.com/cn/new/top-charts,https://rss.marketingtools.apple.com/api/v2/cn/music/most-played/100/songs.json
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,apple_music,CN,cn_top_100,热门歌曲排行,apple_music_cn_most_played_100,100,93,8.0,535391944,下一个天亮,535054776,郭静,,,2008-01-01,音乐 | 国际流行,,,https://music.apple.com/cn/album/%E4%B8%8B%E4%B8%80%E4%B8%AA%E5%A4%A9%E4%BA%AE/535391943?i=535391944,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/05/49/46/054946ac-9e38-f5b0-9778-cbcd4d844687/4717398702336.jpg/100x115bb.jpg,https://music.apple.com/cn/new/top-charts,https://rss.marketingtools.apple.com/api/v2/cn/music/most-played/100/songs.json
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,apple_music,CN,cn_top_100,热门歌曲排行,apple_music_cn_most_played_100,100,94,7.0,536030697,蒲公英的约定,300117743,周杰伦,,,2007-11-02,音乐 | 国际流行,,,https://music.apple.com/cn/album/%E8%92%B2%E5%85%AC%E8%8B%B1%E7%9A%84%E7%BA%A6%E5%AE%9A/536030690?i=536030697,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/b8/83/7f/b8837f2a-324a-f6ad-ff5a-0805e9210181/JAY.jpg/100x134bb.jpg,https://music.apple.com/cn/new/top-charts,https://rss.marketingtools.apple.com/api/v2/cn/music/most-played/100/songs.json
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,apple_music,CN,cn_top_100,热门歌曲排行,apple_music_cn_most_played_100,100,95,6.0,541862768,泡沫,425208570,邓紫棋,,,2012-06-27,音乐 | 国际流行,,,https://music.apple.com/cn/album/%E6%B3%A1%E6%B2%AB/541862703?i=541862768,https://is1-ssl.mzstatic.com/image/thumb/Music/v4/4e/cc/a4/4ecca477-ac72-2100-a688-5d5e8f31c1fe/Cover.jpg/100x100bb.jpg,https://music.apple.com/cn/new/top-charts,https://rss.marketingtools.apple.com/api/v2/cn/music/most-played/100/songs.json
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,apple_music,CN,cn_top_100,热门歌曲排行,apple_music_cn_most_played_100,100,96,5.0,6763657122,oh well,412778295,Ariana Grande,,,2026-07-31,国际流行 | 音乐,,,https://music.apple.com/cn/album/oh-well/1895420989?i=6763657122,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/7e/e6/82/7ee682bd-1b17-6adc-be63-b5af1bdff369/26UMGIM51126.rgb.jpg/100x100bb.jpg,https://music.apple.com/cn/new/top-charts,https://rss.marketingtools.apple.com/api/v2/cn/music/most-played/100/songs.json
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,apple_music,CN,cn_top_100,热门歌曲排行,apple_music_cn_most_played_100,100,97,4.0,536248201,我落泪 . 情绪零碎,300117743,周杰伦,,,2010-05-18,音乐 | 国际流行,,,https://music.apple.com/cn/album/%E6%88%91%E8%90%BD%E6%B3%AA-%E6%83%85%E7%BB%AA%E9%9B%B6%E7%A2%8E/536247746?i=536248201,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/53/2d/dd/532dddf0-87d7-b9eb-7d8b-4eb194c84252/asset.jpg/100x133bb.jpg,https://music.apple.com/cn/new/top-charts,https://rss.marketingtools.apple.com/api/v2/cn/music/most-played/100/songs.json
20260812T132133+0800,2026-08-12T13:21:33+08:00,2026-08-12,apple_music,CN,cn_top_100,热门歌曲排行,apple_music_cn_most_played_100,100,98,3.0,6799886696,Pop Off Pop Off,1795471746,KiiiKiii,,,2026-08-10,K-Pop | 音乐 | 国际流行,,,https://music.apple.com/cn/album/pop-off-pop-off/6799886470?i=6799886696,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/f1/e9/50/f1e95095-3226-fdb7-6c44-043e7d095ef5/885288015478.jpg/100x100bb.jpg,https://music.apple.com/cn/new/top-charts,https://rss.marketingtools.apple.com/api/v2/cn/music/most-played/100/songs.json
